Hospital Number,State,Hospname,Wait Time,Establishment ID,Parent Id,State Average wait time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
747,WA,Narembeen Memorial Hospital,26,510700423,,Y,Hospital,0070590B,ADA ST,NAREMBEEN 6369,-32.06251,118.392265,Australia,ADA ST NAREMBEEN 6369 WA Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
732,WA,Narrogin Hospital,26,510700236,,Y,Hospital,0070600W,WILLIAMS RD,NARROGIN 6312,-32.93525,117.171468,Australia,WILLIAMS RD NARROGIN 6312 WA Australia,2,Outer Regional,44,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
717,WA,Newman Hospital,26,510500260,,Y,Hospital,0071180L,MINDARRA DR,NEWMAN 6753,-23.354736,119.735304,Australia,MINDARRA DR NEWMAN 6753 WA Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
696,WA,"Next Step Drug And Alcohol Services, East Perth",26,510100459,,Y,Hospital,,32 MOORE ST,EAST PERTH 6004,-31.95339,115.869171,Australia,32 MOORE ST EAST PERTH 6004 WA Australia,0,Major Cities,17,O2,Drug and alcohol hospital,Yes,No,No,No,G,Un-peered and other,SP
719,WA,Nickol Bay Hospital,26,510500460,,Y,Hospital,0071540F,MILLSTREAM RD,KARRATHA 6714,-20.73709,116.851376,Australia,MILLSTREAM RD KARRATHA 6714 WA Australia,3,Remote,28,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,D3,Small remote acute,SM
757,WA,Norseman Hospital,26,510800424,,Y,Hospital,0070610T,TALBOT ST,NORSEMAN 6443,-32.199211,121.778786,Australia,TALBOT ST NORSEMAN 6443 WA Australia,4,Very remote,5.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
727,WA,North Midlands Hospital,26,510600426,,Y,Hospital,0070730H,THOMAS ST,THREE SPRINGS 6519,-29.534396,115.76037,Australia,THOMAS ST THREE SPRINGS 6519 WA Australia,3,Remote,4.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
733,WA,Northam Hospital,26,510700237,,Y,Hospital,0071190K,ROBINSON ST,NORTHAM 6401,-31.651216,116.65853,Australia,ROBINSON ST NORTHAM 6401 WA Australia,1,Inner Regional,43,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
726,WA,Northampton Hospital,26,510600425,,Y,Hospital,0070640J,STEPHEN ST,NORTHAMPTON 6535,-28.352199,114.629923,Australia,STEPHEN ST NORTHAMPTON 6535 WA Australia,2,Outer Regional,4.42,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
714,WA,Onslow Hospital,26,510500238,,Y,Hospital,0070650H,SECOND AV,ONSLOW 6710,-21.641146,115.11612,Australia,SECOND AV ONSLOW 6710 WA Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
693,WA,Osborne Park Hospital,26,510100239,,Y,Hospital,0071030F,OSBORNE PLCE,STIRLING 6021,-31.878898,115.818954,Australia,OSBORNE PLCE STIRLING 6021 WA Australia,0,Major Cities,157.6,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,C1,Medium (group 1),SM
718,WA,Paraburdoo Hospital,26,510500267,,Y,Hospital,0071240W,ROCKLEA RD,PARABURDOO 6754,-23.202403,117.671409,Australia,ROCKLEA RD PARABURDOO 6754 WA Australia,4,Very remote,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
706,WA,Peel Health Campus,26,510300645,,Y,Hospital,0075560L,110 LAKES RD,MANDURAH 6210,-32.5319275,115.7622537,Australia,110 LAKES RD MANDURAH 6210 WA Australia,0,Major Cities,148,M,Medium public acute,Yes,Yes,Yes,No,B1,Large Major cities,LG
773,WA,Pemberton Hospital,26,511000427,,Y,Hospital,0070660F,RAILWAY CR,PEMBERTON 6260,-34.444639,116.031107,Australia,RAILWAY CR PEMBERTON 6260 WA Australia,2,Outer Regional,8.16,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
748,WA,Pingelly Hospital,26,510700428,,Y,Hospital,0070680A,38 STRATFORD ST,PINGELLY 6308,-32.531505,117.08684,Australia,38 STRATFORD ST PINGELLY 6308 WA Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
762,WA,Plantagenet Hospital,26,510900429,,Y,Hospital,0070550K,LANGTON RD,MOUNT BARKER 6324,-34.625608,117.639792,Australia,LANGTON RD MOUNT BARKER 6324 WA Australia,2,Outer Regional,16,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
689,WA,Princess Margaret Hospital for Children,26,510100103,,Y,Hospital,0070020T,ROBERTS RD,SUBIACO 6008,-31.945385,115.823683,Australia,ROBERTS RD SUBIACO 6008 WA Australia,0,Major Cities,233.2,W3,Childrens,Yes,Yes,Yes,Yes,A2,Specialist womens and childrens,WC
752,WA,Quairading Hospital,26,510700446,,Y,Hospital,0070700L,HARRIS ST,QUAIRADING 6383,-32.015086,117.399695,Australia,HARRIS ST QUAIRADING 6383 WA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
763,WA,Ravensthorpe Hospital,26,510900430,,Y,Hospital,0070980K,MARTIN ST,RAVENSTHORPE 6346,-33.584526,120.044213,Australia,MARTIN ST RAVENSTHORPE 6346 WA Australia,4,Very remote,4.25,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
704,WA,Rockingham General Hospital,26,510300277,,Y,Hospital,0071490Y,ELANORA DR,COOLOONGUP 6168,-32.292543,115.769725,Australia,ELANORA DR COOLOONGUP 6168 WA Australia,0,Major Cities,179.1,L,Large public acute,Yes,Yes,Yes,Yes,B1,Large Major cities,LG
715,WA,Roebourne Hospital,26,510500243,,Y,Hospital,0070710K,42 HAMPTON ST,ROEBOURNE 6718,-20.7758094,117.1435015,Australia,42 HAMPTON ST ROEBOURNE 6718 WA Australia,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
698,WA,Royal Perth Hospital Shenton Park Campus,26,510300100,,Y,Hospital,0070140H,SELBY ST,SHENTON PARK 6008,-31.94769,115.804149,Australia,SELBY ST SHENTON PARK 6008 WA Australia,0,Major Cities,161.1,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,Yes,E4,Rehabilitation,SM
699,WA,Royal Perth Hospital Wellington Street Campus,26,510300101,,Y,Hospital,0070000X,WELLINGTON ST,PERTH 6000,-31.950113,115.854983,Australia,WELLINGTON ST PERTH 6000 WA Australia,0,Major Cities,696.5,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
692,WA,Selby Authorised Lodge,26,510100158,,Y,Hospital,,2 SELBY ST,SHENTON PARK 6008,-31.94769,115.804149,Australia,2 SELBY ST SHENTON PARK 6008 WA Australia,0,Major Cities,32,Ps,Psychiatric public,Yes,No,No,No,G,Un-peered and other,PS
691,WA,Sir Charles Gairdner Hospital,26,510100105,,Y,Hospital,0070990J,HOSPITAL AV,NEDLANDS 6009,-31.967658,115.816712,Australia,HOSPITAL AV NEDLANDS 6009 WA Australia,0,Major Cities,633.3,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
749,WA,Southern Cross Hospital,26,510700431,,Y,Hospital,0070720J,COOLGARDIE RD,SOUTHERN CROSS 6426,-31.228993,119.338304,Australia,COOLGARDIE RD SOUTHERN CROSS 6426 WA Australia,3,Remote,5.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
777,WA,State Forensic Mental Health Service,26,540100135,,Y,Hospital,,BROCKWAY RD,MOUNT CLAREMONT 6010,-31.958435,115.791447,Australia,BROCKWAY RD MOUNT CLAREMONT 6010 WA Australia,0,Major Cities,38,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
694,WA,Swan District Hospital,26,510100244,,Y,Hospital,0070950W,EVELINE RD,MIDDLE SWAN 6056,-31.874797,116.007842,Australia,EVELINE RD MIDDLE SWAN 6056 WA Australia,0,Major Cities,182.8,M,Medium public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
716,WA,Tom Price Hospital,26,510500256,,Y,Hospital,0071140Y,MINE RD,TOM PRICE 6751,-22.700071,117.777785,Australia,MINE RD TOM PRICE 6751 WA Australia,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
734,WA,Wagin Hospital,26,510700245,,Y,Hospital,0070740F,WARWICK ST,WAGIN 6315,-33.305439,117.346971,Australia,WARWICK ST WAGIN 6315 WA Australia,2,Outer Regional,18,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
775,WA,Warren Hospital,26,511000433,,Y,Hospital,0070470K,HOSPITAL AV,MANJIMUP 6258,38.907465,-77.037347,Australia,HOSPITAL AV MANJIMUP 6258 WA Australia,2,Outer Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
750,WA,Wongan Hills Hospital,26,510700437,,Y,Hospital,0070810H,ACKLAND ST,WONGAN HILLS 6603,-30.893955,116.723135,Australia,ACKLAND ST WONGAN HILLS 6603 WA Australia,2,Outer Regional,5.17,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
751,WA,Wyalkatchem-Koorda and Districts Hospital,26,510700438,,Y,Hospital,0070790W,HONOUR AV,WYALKATCHEM 6485,-31.179343,117.383047,Australia,HONOUR AV WYALKATCHEM 6485 WA Australia,2,Outer Regional,4.67,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
711,WA,Wyndham Hospital,26,510400249,,Y,Hospital,0071200B,MINDEROO RD,WYNDHAM 6740,-15.481516,128.12615,Australia,MINDEROO RD WYNDHAM 6740 WA Australia,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
735,WA,York Hospital,26,510700251,,Y,Hospital,0070830B,TREWS RD,YORK 6302,-31.893605,116.754544,Australia,TREWS RD YORK 6302 WA Australia,1,Inner Regional,10.75,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
