MHid,State,Hospname,Wait Time,Establishment ID,Parent Id,Use Default wait time,Stage Average Wait Time,Unit,Medicare Prov Number,Address Line 1,Address Line 2,Latitude,Longitude,Australia,Full Address,Remoteness area (code),Remoteness area,Number of available beds,2012-13 Peer Group code,2012-13 Peer Group Name,Admissions reported,Emergency department,Elective surgery reported,Outpatient clinics,2011-12 Peer Group code,2011-12 Peer Group Name,Hospital Group
477,SA,Central Yorke Peninsula Hospital (Maitland),,41WK00142,,Y,16,Hospital,,68 Robert ST,Maitland 5573,-34.3705907,137.6747028,Australia,68 Robert ST Maitland 5573 SA Australia,2,Outer Regional,33,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
478,SA,Riverton District Soldiers' Memorial Hospital,,41WK00214,,Y,16,Hospital,,23 Moorhouse TCE,Riverton 5412,-34.1599005,138.7423092,Australia,23 Moorhouse TCE Riverton 5412 SA Australia,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
479,SA,Snowtown Hospital,,41WK00220,,Y,16,Hospital,,South TCE,Snowtown 5520,-33.830263,138.122091,Australia,South TCE Snowtown 5520 SA Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
480,SA,Southern Yorke Peninsula Health Service (Yorketown),,41WK00227,,Y,16,Hospital,,19 Waterloo Bay RD,Yorketown 5576,-35.021172,137.605362,Australia,19 Waterloo Bay RD Yorketown 5576 SA Australia,3,Remote,26,S2,Other small public acute,Yes,No,Yes,No,D3,Small remote acute,SM
481,SA,Tanunda War Memorial Hospital,,41WK00235,,Y,16,Hospital,,15 Mill ST,Tanunda 5352,-34.527981,138.961243,Australia,15 Mill ST Tanunda 5352 SA Australia,1,Inner Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,SM
482,SA,Northern Yorke Peninsula Health Service (Wallaroo),,41WK00247,,Y,16,Hospital,,1 Ernest TCE,Wallaroo 5556,-33.928679,137.635627,Australia,1 Ernest TCE Wallaroo 5556 SA Australia,2,Outer Regional,21,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,C2,Medium (group 2),SM
483,SA,Glenside Hospital,,44CA00300,,Y,16,Hospital,,226 Fullarton RD,Glenside 5065,-34.9483706,138.6252067,Australia,226 Fullarton RD Glenside 5065 SA Australia,0,Major Cities,125,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
484,SA,Oakden Hospital,,44NA00028,,Y,16,Hospital,,200 Fosters RD,Oakden 5086,-34.85429,138.636246,Australia,200 Fosters RD Oakden 5086 SA Australia,0,Major Cities,24,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,PS
485,TAS,Royal Hobart Hospital,,611000001,,Y,24,Hospital,,48 Liverpool Street,Hobart 7000,-42.88002,147.329956,Australia,48 Liverpool Street Hobart 7000 TAS Australia,1,Inner Regional,486,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
486,TAS,Huon Hospital,,611000033,,Y,24,Hospital,,3278 Huon Highway,Franklin 7113,-43.081669,147.016403,Australia,3278 Huon Highway Franklin 7113 TAS Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
487,TAS,New Norfolk Hospital,,611000035,,Y,24,Hospital,,3 Richmond Street,New Norfolk 7140,-42.53759,147.365952,Australia,3 Richmond Street New Norfolk 7140 TAS Australia,1,Inner Regional,14,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
488,TAS,Esperance MPC,,611000060,,Y,24,Hospital,,Chapman Avenue,Dover 7117,-43.315187,147.016572,Australia,Chapman Avenue Dover 7117 TAS Australia,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
489,TAS,Tasman MPC,,611000061,,Y,24,Hospital,,1614 Nubeena Road,Nubeena 7184,-43.096951,147.743469,Australia,1614 Nubeena Road Nubeena 7184 TAS Australia,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
490,TAS,May Shaw District Nursing Centre,,611000062,,Y,24,Hospital,,37 Wellington Street,Swansea 7190,-42.12746,148.077042,Australia,37 Wellington Street Swansea 7190 TAS Australia,3,Remote,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
491,TAS,Midlands MPC,,611000064,,Y,24,Hospital,,13 Church Street,Oatlands 7120,-42.29977,147.369797,Australia,13 Church Street Oatlands 7120 TAS Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
492,TAS,Launceston General Hospital,,612000002,,Y,24,Hospital,,274-280 Charles Street,Launceston 7250,-41.4469394,147.14324,Australia,274-280 Charles Street Launceston 7250 TAS Australia,1,Inner Regional,340,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
493,TAS,Beaconsfield MPS,,612000031,,Y,24,Hospital,,13 Bolton Street,Beaconsfield 7270,-41.193859,146.806,Australia,13 Bolton Street Beaconsfield 7270 TAS Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
494,TAS,Campbell Town MPS,,612000032,,Y,24,Hospital,,70 High Street,Campbell Town 7210,-41.926418,147.493225,Australia,70 High Street Campbell Town 7210 TAS Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
495,TAS,NESM - Scottsdale Hospital,,612000036,,Y,24,Hospital,,Cameron Street,Scottsdale 7260,-41.156896,147.51874,Australia,Cameron Street Scottsdale 7260 TAS Australia,2,Outer Regional,20,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D2,Small non-acute,SM
496,TAS,St Helens District Hospital,,612000039,,Y,24,Hospital,,Circassion Street,St Helens 7216,-41.323321,148.246236,Australia,Circassion Street St Helens 7216 TAS Australia,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
497,TAS,St Marys CHC,,612000040,,Y,24,Hospital,,Gardiners Creek Road,St Marys 7215,-41.556101,148.17698,Australia,Gardiners Creek Road St Marys 7215 TAS Australia,2,Outer Regional,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
498,TAS,Toosey Memorial - Longford,,612000042,,Y,24,Hospital,,10 Archer Street,Longford 7301,-41.59333,147.119354,Australia,10 Archer Street Longford 7301 TAS Australia,1,Inner Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
499,TAS,Flinders Island MPC,,612000045,,Y,24,Hospital,,James Street,Whitemark 7255,-40.12245,148.018179,Australia,James Street Whitemark 7255 TAS Australia,4,Very remote,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
500,TAS,Deloraine Hospital,,612000046,,Y,24,Hospital,,East Barrack Street,Deloraine 7304,-41.534093,146.666216,Australia,East Barrack Street Deloraine 7304 TAS Australia,2,Outer Regional,20,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
501,TAS,George Town Hospital,,612000048,,Y,24,Hospital,,47 Anne Street,George Town 7253,-41.104149,146.821487,Australia,47 Anne Street George Town 7253 TAS Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
502,TAS,NWRH_Burnie,,613000003,,Y,24,Hospital,,23 Brickport Road,Burnie 7320,-41.049419,145.879016,Australia,23 Brickport Road Burnie 7320 TAS Australia,2,Outer Regional,115,L,Large public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
503,TAS,King Is MPC,,613000034,,Y,24,Hospital,,Edward Street,Currie 7256,-39.931072,143.850671,Australia,Edward Street Currie 7256 TAS Australia,4,Very remote,6,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
504,TAS,Smithton Hospital,,613000041,,Y,24,Hospital,,74 Brittons Road,Smithton 7330,-40.8498904,145.1304057,Australia,74 Brittons Road Smithton 7330 TAS Australia,2,Outer Regional,13,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
505,TAS,Health West,,613000044,,Y,24,Hospital,,Orr Street,Queenstown 7467,-42.081849,145.559711,Australia,Orr Street Queenstown 7467 TAS Australia,3,Remote,10,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,SM
506,TAS,Mersey,,613000045,,Y,24,Hospital,,Bass Highway,Latrobe 7307,-41.197658,146.384998,Australia,Bass Highway Latrobe 7307 TAS Australia,2,Outer Regional,89,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,LG
508,VIC,Western District Health Service [Hamilton],,210101071,NET010567,Y,20,Campus,,20 Foster Street,Hamilton 3300,-37.7380348,142.0303626,Australia,20 Foster Street Hamilton 3300 VIC Australia,1,Inner Regional,67.5,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C1,Medium (group 1),
509,VIC,Western District Health Service [Penshurst],,210101072,NET010567,Y,20,Campus,,146 Cobb Street,Penshurst 3289,-37.877762,142.282196,Australia,146 Cobb Street Penshurst 3289 VIC Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
510,VIC,Colac Area Health,,210101130,,Y,20,Hospital,,2-28 Connor Street,Colac 3250,-38.340839,143.582245,Australia,2-28 Connor Street Colac 3250 VIC Australia,1,Inner Regional,37.33,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
511,VIC,Hesse Rural Health Service [Winchelsea],,210101500,,Y,20,Hospital,,8 Gosney Street,Winchelsea 3241,-38.24342,143.984924,Australia,8 Gosney Street Winchelsea 3241 VIC Australia,1,Inner Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
512,VIC,Otway Health & Community Services [Apollo Bay],,210102020,,Y,20,Hospital,,37-43 Mclachlan Street,Apollo Bay 3233,-38.757278,143.663895,Australia,37-43 Mclachlan Street Apollo Bay 3233 VIC Australia,1,Inner Regional,2.92,VS,Very small public,Yes,No,No,No,E2,Multi-purpose services,SM
513,VIC,Geelong Hospital,,210102050,NET010441,Y,20,Campus,,Bellerine Street,Geelong 3220,-38.157949,144.361488,Australia,Bellerine Street Geelong 3220 VIC Australia,0,Major Cities,431,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,PR
514,VIC,Casterton Memorial Hospital,,210102090,,Y,20,Hospital,,63-69 Russell Street,Casterton 3311,-37.590359,141.393158,Australia,63-69 Russell Street Casterton 3311 VIC Australia,2,Outer Regional,15,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,SM
515,VIC,Western District Health Service [Coleraine District Health Service],,210102140,NET010567,Y,20,Campus,,119 McKebery Street,Coleraine 3315,-37.603951,141.686737,Australia,119 McKebery Street Coleraine 3315 VIC Australia,2,Outer Regional,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
516,VIC,South West Healthcare [Warrnambool],,210102160,NET011268,Y,20,Campus,,Ryot Street,Warrnambool 3280,-38.375306,142.477529,Australia,Ryot Street Warrnambool 3280 VIC Australia,1,Inner Regional,166.92,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,LG
517,VIC,Beaufort & Skipton Health Service [Skipton],,210102230,NET003609,Y,20,Campus,,Blake Street,Skipton 3361,-37.684709,143.367343,Australia,Blake Street Skipton 3361 VIC Australia,1,Inner Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
518,VIC,Heywood Rural Health,,210102350,,Y,20,Hospital,,21 Barclay Street,Heywood 3304,-38.136561,141.622869,Australia,21 Barclay Street Heywood 3304 VIC Australia,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
519,VIC,Timboon & District Healthcare Service,,210102360,,Y,20,Hospital,,21 Hospital Road,Timboon 3268,-38.486252,142.977127,Australia,21 Hospital Road Timboon 3268 VIC Australia,2,Outer Regional,13.08,S2,Other small public acute,Yes,No,No,No,E2,Multi-purpose services,SM
520,VIC,Moyne Health Services [Port Fairy],,210102450,,Y,20,Hospital,,30-36 Villiers Street,Port Fairy 3284,-38.381491,142.2278392,Australia,30-36 Villiers Street Port Fairy 3284 VIC Australia,1,Inner Regional,15,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
521,VIC,Portland District Health,,210102460,,Y,20,Hospital,,Bentinck Street,Portland 3305,-38.349484,141.606223,Australia,Bentinck Street Portland 3305 VIC Australia,2,Outer Regional,53,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
522,VIC,Lorne Community Hospital,,210102550,,Y,20,Hospital,,1 Albert Street,Lorne 3232,-38.545471,143.98082,Australia,1 Albert Street Lorne 3232 VIC Australia,1,Inner Regional,4,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
523,VIC,Grace McKellar Centre [Geelong],,210103040,NET010441,Y,20,Campus,,45-95 Ballarat Road,North Geelong 3215,-38.1223083,144.3356154,Australia,45-95 Ballarat Road North Geelong 3215 VIC Australia,0,Major Cities,100,N2,Non-acute public-mixed subacute and non-acute,Yes,No,No,No,G,Un-peered and other,SP
524,VIC,South West Healthcare [Camperdownl],,210103080,NET011268,Y,20,Campus,,9 Robinson Street,Camperdown 3260,-38.236752,143.137817,Australia,9 Robinson Street Camperdown 3260 VIC Australia,1,Inner Regional,25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
525,VIC,Terang & Mortlake Health Service [Terang],,210103350,,Y,20,Hospital,,13 Austin Avenue,Terang 3264,-38.239368,142.902496,Australia,13 Austin Avenue Terang 3264 VIC Australia,1,Inner Regional,26,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
526,VIC,East Grampians Health Service [Ararat],,210201101,NET003301,Y,20,Campus,,Lot 5B Girdlestone Street,Ararat 3377,-37.27906,142.930084,Australia,Lot 5B Girdlestone Street Ararat 3377 VIC Australia,1,Inner Regional,43,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
527,VIC,East Grampians Health Service [Willaura],,210201102,NET003301,Y,20,Campus,,Delacombe Way,Willaura 3379,-37.54512,142.794789,Australia,Delacombe Way Willaura 3379 VIC Australia,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
528,VIC,Rural Northwest Health [Warracknabeal],,210201571,NET011011,Y,20,Campus,,18 Dimboola Road,Warracknabeal 3393,-36.253518,142.378191,Australia,18 Dimboola Road Warracknabeal 3393 VIC Australia,2,Outer Regional,15.33,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
529,VIC,Rural Northwest Health [Hopetoun],,210201572,NET011011,Y,20,Campus,,12 Mitchell Place,Hopetoun 3396,-35.730916,142.365531,Australia,12 Mitchell Place Hopetoun 3396 VIC Australia,3,Remote,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
530,VIC,Ballarat Health Services [Base Campus],,210202010,NET005647,Y,20,Campus,,1 Dummond Street North,Ballarat Central 3350,-37.559551,143.847412,Australia,1 Dummond Street North Ballarat Central 3350 VIC Australia,1,Inner Regional,244.92,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
531,VIC,Ballarat Health Services [Queen Elizabeth Campus],,210202070,NET005647,Y,20,Campus,,102 Ascot Street,Ballarat 3350,-37.574003,143.841969,Australia,102 Ascot Street Ballarat 3350 VIC Australia,1,Inner Regional,92,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,SP
532,VIC,Wimmera Base Hospital [Horsham],,210202170,NET003595,Y,20,Campus,,83 Baillie Street,Horsham 3400,-36.711849,142.208588,Australia,83 Baillie Street Horsham 3400 VIC Australia,2,Outer Regional,81,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,Yes,B2,Large regional and remote,SM
533,VIC,Dunmunkle Health Services [Murtoa],,210202210,,Y,20,Hospital,,89 Cromie Street,Rupanyup 3388,-36.636662,142.631546,Australia,89 Cromie Street Rupanyup 3388 VIC Australia,2,Outer Regional,2,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,SP
534,VIC,Stawell Regional Health,,210202260,,Y,20,Hospital,,27-29 Sloane Street,Stawell 3380,-37.058414,142.781055,Australia,27-29 Sloane Street Stawell 3380 VIC Australia,1,Inner Regional,36,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
535,VIC,West Wimmera Health Service [Nhill],,210202371,NET003592,Y,20,Campus,,45 Nelson Street,Nhill 3418,-36.332998,141.64999,Australia,45 Nelson Street Nhill 3418 VIC Australia,2,Outer Regional,23.5,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
536,VIC,West Wimmera Health Service [Kaniva],,210202372,NET003592,Y,20,Campus,,9 Farmers Street,Kaniva 3419,-36.372036,141.247101,Australia,9 Farmers Street Kaniva 3419 VIC Australia,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
537,VIC,West Wimmera Health Service [Jeparit],,210202373,NET003592,Y,20,Campus,,2 Charles Street,Jeparit 3423,-36.141352,141.986018,Australia,2 Charles Street Jeparit 3423 VIC Australia,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
538,VIC,West Wimmera Health Service [Rainbow],,210202374,NET003592,Y,20,Campus,,2 Swinbourne Avenue,Rainbow 3424,-35.90324,141.99505,Australia,2 Swinbourne Avenue Rainbow 3424 VIC Australia,3,Remote,6.58,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
539,VIC,East Wimmera Health Service [St Arnaud],,210202480,NET010433,Y,20,Campus,,52 North Western Road,St Arnaud 3478,-36.6104934,143.2467416,Australia,52 North Western Road St Arnaud 3478 VIC Australia,2,Outer Regional,16.25,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
540,VIC,Djerriwarrh Health Service [Bacchus Marsh],,210203020,NET003020,Y,20,Campus,,29-35 Grant Street,Bacchus Marsh 3340,-37.67815,144.434647,Australia,29-35 Grant Street Bacchus Marsh 3340 VIC Australia,1,Inner Regional,45,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
541,VIC,Beaufort & Skipton Health Service [Beaufort],,210203120,NET003609,Y,20,Campus,,28 Havelock Street,Beaufort 3373,-37.43103,143.382294,Australia,28 Havelock Street Beaufort 3373 VIC Australia,1,Inner Regional,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
542,VIC,Dimboola District Hospital,,210203180,NET003595,Y,20,Campus,,32-36 Anderson Street,Dimboola 3414,-36.4499078,142.0233459,Australia,32-36 Anderson Street Dimboola 3414 VIC Australia,2,Outer Regional,4,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,SM
543,VIC,Edenhope & District Hospital,,210203240,,Y,20,Hospital,,128-134 Elizabeth Street,Edenhope 3318,-37.035622,141.288849,Australia,128-134 Elizabeth Street Edenhope 3318 VIC Australia,2,Outer Regional,18.33,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
544,VIC,Daylesford District Hospital,,210204161,NET010434,Y,20,Campus,,13 Hospital Street,Daylesford 3460,-37.337609,144.144806,Australia,13 Hospital Street Daylesford 3460 VIC Australia,1,Inner Regional,21,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
545,VIC,Creswick District Hospital,,210204162,NET010434,Y,20,Campus,,1 Napier Street,Creswick 3363,-37.420631,143.891663,Australia,1 Napier Street Creswick 3363 VIC Australia,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
546,VIC,Bendigo Hospital The,,210301021,NET003292,Y,20,Campus,,62 Lucan Street,Bendigo 3550,-36.749249,144.284134,Australia,62 Lucan Street Bendigo 3550 VIC Australia,1,Inner Regional,252.67,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,LG
547,VIC,Bendigo Health Care Group [Anne Caudle],,210301022,NET003292,Y,20,Campus,,100 Barnard Street,Bendigo 3550,-36.751499,144.280807,Australia,100 Barnard Street Bendigo 3550 VIC Australia,1,Inner Regional,97.08,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,SP
548,VIC,Goulburn Valley Health [Waranga],,210301123,NET003297,Y,20,Campus,,14 Coyle Street,Rushworth 3612,-36.587945,145.007708,Australia,14 Coyle Street Rushworth 3612 VIC Australia,1,Inner Regional,12,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
549,VIC,Kyabram & District Health Service,,210301260,,Y,20,Hospital,,88 Fenaughty Street,Kyabram 3620,-36.3146049,145.042322,Australia,88 Fenaughty Street Kyabram 3620 VIC Australia,1,Inner Regional,45.67,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
550,VIC,Kyneton District Health Service,,210301270,,Y,20,Hospital,,7-25 Caroline Chisholm Drive,Kyneton 3444,-37.254398,144.469177,Australia,7-25 Caroline Chisholm Drive Kyneton 3444 VIC Australia,1,Inner Regional,18,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,SM
551,VIC,Heathcote Health,,210301340,,Y,20,Hospital,,39 Hospital Street,Heathcote 3523,-36.925598,144.709702,Australia,39 Hospital Street Heathcote 3523 VIC Australia,1,Inner Regional,8.92,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,SM
552,VIC,Maryborough District Health Service [Maryborough],,210301351,NET003312,Y,20,Campus,,75-87 Clarendon Street,Maryborough 3465,-37.04472,143.737396,Australia,75-87 Clarendon Street Maryborough 3465 VIC Australia,1,Inner Regional,43.17,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),SM
553,VIC,Maryborough District Health Service [Dunolly],,210301352,NET003312,Y,20,Campus,,20 Havelock Street,Dunolly 3472,-36.855572,143.734314,Australia,20 Havelock Street Dunolly 3472 VIC Australia,1,Inner Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,SM
554,VIC,Swan Hill District Health [Swan Hill],,210301491,NET003318,Y,20,Campus,,48 Splatt Street,Swan Hill 3585,-35.3397458,143.55681,Australia,48 Splatt Street Swan Hill 3585 VIC Australia,2,Outer Regional,38.75,S1,Small public acute with surgery/obstetrics,Yes,Yes,No,No,C2,Medium (group 2),SM
